target,actorAv0,actorAv1,actorAv2,actorAv3,actorAv4,actorAv5,actorAv6,actorAv7,actorAv8,actorAv9,actorPo0,actorPo1,actorPo2,actorPo3,actorPo4,actorPo5,actorPo6,actorPo7,actorPo8,actorPo9,crewAv0,crewAv1,crewAv2,crewAv3,crewAv4,crewAv5,crewAv6,crewPo0,crewPo1,crewPo2,crewPo3,crewPo4,crewPo5,crewPo6
69,6.009090909090909,5.510204081632652,5.6579999999999995,6.639285714285714,6.918750000000002,6.9555555555555575,5.911627906976744,5.837142857142855,5.403030303030304,6.284,10.426,7.483,5.644,5.031,1.4,2.078,2.707,5.72,4.634,2.269,6.582352941176472,6.53888888888889,6.2906249999999995,6.4333333333333345,6.5083333333333355,6.582352941176472,6.582352941176472,3.264,2.268,0.6,1.926,3.811,3.264,3.264
81,6.403703703703704,3.509756097560975,6.502000000000002,5.95217391304348,5.967549668874174,6.11111111111111,5.586000000000001,5.59010989010989,4.878947368421052,6.56875,7.265,6.649,17.659,4.702,13.282,5.282,1.96,3.813,1.38,2.187,7.043181818181819,7.043181818181819,7.043181818181819,7.043181818181819,7.043181818181819,7.043181818181819,7.043181818181819,9.557,9.557,9.557,9.557,9.557,9.557,9.557
71,5.433944954128441,5.48235294117647,6.659999999999998,6.29090909090909,6.354545454545455,6.344117647058824,5.849019607843138,4.41875,6.527777777777776,4.5875,8.015,12.121,1.38,1.4,7.261,2.898,1.498,1.094,1.213,1.62,5.787999999999999,6.1068965517241365,6.1068965517241365,5.787999999999999,5.787999999999999,5.787999999999999,5.787999999999999,3.195,0.6,0.6,3.195,3.195,3.195,3.195
74,6.6685185185185185,5.178431372549019,6.845238095238097,6.4783783783783795,6.049090909090909,5.575510204081632,6.373684210526316,5.871929824561403,6.059183673469389,5.190000000000001,11.665,6.819,8.81,3.093,9.876,7.681,4.839,5.481,9.698,2.349,6.463636363636366,6.807142857142856,6.463636363636366,6.463636363636366,6.463636363636366,6.463636363636366,6.463636363636366,1.423,1.301,1.423,1.423,1.423,1.423,1.423
72,6.198550724637681,5.437999999999999,6.043421052631579,5.993999999999999,6.368181818181819,5.87,6.030000000000001,5.116822429906543,5.811538461538461,6.233333333333334,7.834,4.008,3.478,2.636,1.954,0.946,4.705,3.871,1.276,4.191,6.314285714285714,6.314285714285714,6.314285714285714,6.314285714285714,6.314285714285714,6.314285714285714,6.314285714285714,0.6,0.6,0.6,0.6,0.6,0.6,0.6
68,6.099999999999998,5.3999999999999995,6.157317073170732,5.620799999999998,5.854545454545454,6.649999999999999,6.189024390243901,6.8888888888888875,6.193023255813954,6.263636363636365,15.208,8.336,4.104,3.546,3.079,1.774,4.214,9.45,6.445,4.621,6.480952380952381,6.480952380952381,6.861111111111111,6.799999999999998,6.480952380952381,6.480952380952381,6.480952380952381,1.018,1.018,1.38,1.048,1.018,1.018,1.018
78,7.247368421052631,7.0782608695652165,6.097727272727272,6.1304347826086945,5.8090909090909095,5.9720930232558125,6.935,4.699999999999999,5.825641025641026,5.855172413793104,10.651,5.563,3.382,4.495,5.848,1.994,2.078,3.236,3.773,1.574,4.706249999999999,7.799999999999998,4.706249999999999,4.706249999999999,4.706249999999999,4.706249999999999,4.706249999999999,1.62,0.6,1.62,1.62,1.62,1.62,1.62
70,6.396551724137932,4.4,5.848000000000001,5.75,5.562857142857143,5.223076923076923,4.575757575757576,7.0,6.447058823529412,4.8375,9.675,2.962,1.662,1.559,1.476,2.023,0.98,0.6,1.71,1.094,5.117948717948718,6.64,5.8761904761904775,7.0,7.0,5.117948717948718,5.117948717948718,2.221,0.6,2.313,0.6,0.708,2.221,2.221
63,6.235714285714287,5.2975609756097555,6.45,6.088888888888888,4.555555555555558,5.981249999999998,6.035999999999999,5.953846153846153,5.89375,5.769999999999999,7.933,6.294,4.496,0.97,7.052,1.708,1.545,1.594,1.214,4.536,6.299999999999998,6.06969696969697,6.299999999999998,6.299999999999998,6.299999999999998,6.299999999999998,6.299999999999998,0.652,0.636,0.652,0.652,0.652,0.652,0.652
66,5.662666666666667,5.864285714285715,6.272222222222221,5.861428571428571,6.011764705882352,5.578899082568807,5.2484210526315795,5.139240506329114,6.0476190476190474,5.833802816901409,10.751,5.827,5.711,4.355,3.16,3.939,5.559,1.883,2.162,2.481,5.948148148148149,5.850515463917529,6.599999999999999,6.599999999999999,5.948148148148149,5.948148148148149,5.948148148148149,2.479,1.469,1.4,1.708,2.479,2.479,2.479
66,5.749999999999999,6.078947368421052,4.826086956521739,5.2520547945205465,5.876000000000001,6.134999999999999,5.087999999999999,5.738888888888889,6.599999999999999,6.599999999999999,12.569,3.344,5.133,2.921,3.596,1.127,1.179,3.875,1.4,1.22,6.599999999999999,6.159999999999999,6.599999999999999,6.599999999999999,6.599999999999999,6.599999999999999,6.599999999999999,2.19,0.6,2.19,2.19,2.19,2.19,2.19
66,6.296825396825395,6.108974358974359,5.572950819672135,6.212121212121211,5.863999999999999,6.599999999999999,6.599999999999999,5.5563636363636375,5.083333333333332,5.575862068965516,9.76,7.163,5.778,10.327,4.445,0.985,1.4,2.549,2.013,1.62,6.351851851851853,6.34655172413793,6.293939393939393,6.351851851851853,6.351851851851853,6.351851851851853,6.351851851851853,5.053,0.716,3.141,5.053,5.053,5.053,5.053
75,4.5625,7.180000000000001,6.69375,7.109090909090909,5.642857142857143,7.5,7.64375,7.5,5.236363636363636,7.5,4.199,5.848,1.4,3.75,3.926,4.856,0.648,3.35,1.09,0.6,6.762499999999999,6.039999999999998,6.8,6.762499999999999,6.762499999999999,6.762499999999999,6.762499999999999,8.796,2.262,1.476,8.796,8.796,8.796,8.796
45,5.262499999999999,4.5,5.71875,4.5,4.5,4.5,4.5,4.776470588235294,4.5,4.5,0.652,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2.7875,2.7875,2.7875,2.7875,2.7875,2.7875,2.7875,0.6,0.6,0.6,0.6,0.6,0.6,0.6
68,5.487719298245613,6.238095238095236,5.234375,5.865624999999999,6.299999999999999,4.916666666666667,5.9423076923076925,5.068354430379745,4.917006802721087,5.5132530120481915,11.931,3.788,1.798,1.927,1.38,4.476,2.103,1.807,4.248,5.04,3.2791666666666663,6.638888888888888,3.2791666666666663,3.2791666666666663,3.2791666666666663,3.2791666666666663,3.2791666666666663,3.644,1.052,3.644,3.644,3.644,3.644,3.644
70,6.825,4.92608695652174,6.507407407407407,5.872000000000001,6.408695652173912,4.168965517241379,5.654205607476635,5.509374999999999,6.734999999999999,4.608695652173913,9.585,1.751,1.848,4.921,3.669,1.4,10.274,4.318,2.278,1.4,7.36,7.56875,4.088235294117647,6.48,7.36,7.36,7.36,1.099,0.6,0.6,1.008,1.099,1.099,1.099
58,6.5233333333333325,4.938333333333333,5.69245283018868,4.9409090909090905,5.711320754716982,5.9060606060606045,5.969230769230768,5.928828828828831,5.563157894736842,5.799999999999999,13.504,3.869,4.382,11.931,3.968,3.533,6.222,6.979,4.157,2.423,6.359090909090912,6.185714285714287,5.922222222222221,5.905882352941175,5.905882352941175,6.359090909090912,6.359090909090912,8.16,2.859,0.694,2.192,1.889,8.16,8.16
75,6.606382978723405,7.5,5.766666666666667,5.936363636363636,4.108771929824561,5.370454545454547,7.5,7.5,7.5,7.5,29.025,4.943,1.502,7.791,1.294,5.44,0.608,0.728,0.6,0.6,7.04375,6.7381818181818165,7.023529411764706,4.903846153846154,5.066666666666666,4.903846153846154,7.5,3.941,3.572,0.6,7.5,3.708,7.5,0.6
74,6.2,6.475862068965514,6.0305555555555586,6.488571428571428,6.172222222222223,5.599999999999999,5.236923076923076,5.827358490566037,6.292105263157896,6.555555555555556,7.586,7.2,4.861,6.115,5.709,8.557,9.374,18.699,5.349,6.448,6.676923076923078,6.40390625,5.621739130434782,6.676923076923078,6.676923076923078,6.676923076923078,6.676923076923078,4.849,0.6,1.396,4.849,4.849,4.849,4.849
69,6.320588235294118,5.934090909090911,6.500000000000002,5.845535714285715,6.272857142857142,6.187804878048781,6.46896551724138,6.255813953488372,5.645833333333335,6.461111111111111,8.276,5.458,6.113,16.81,9.256,3.835,4.334,4.005,4.921,3.98,6.833333333333335,7.050000000000001,6.833333333333335,6.833333333333335,6.833333333333335,6.833333333333335,6.833333333333335,3.055,1.619,3.055,3.055,3.055,3.055,3.055
62,5.81388888888889,5.168888888888889,6.134615384615386,6.260606060606062,6.31304347826087,6.832000000000001,5.707894736842106,5.493750000000001,5.85217391304348,5.321951219512195,5.196,4.405,3.842,3.151,1.748,2.613,1.996,4.608,2.588,3.773,5.429166666666667,5.973469387755101,5.429166666666667,5.429166666666667,5.429166666666667,5.429166666666667,5.429166666666667,2.856,1.166,2.856,2.856,2.856,2.856,2.856
55,3.46875,5.552941176470589,4.966666666666665,5.5,3.3,4.5,5.3,5.5,5.175,5.5,0.648,0.6,1.811,1.4,0.98,0.6,1.4,0.6,0.6,0.6,3.3782608695652177,3.3782608695652177,3.3782608695652177,3.3782608695652177,3.3782608695652177,3.3782608695652177,3.3782608695652177,1.4,1.4,1.4,1.4,1.4,1.4,1.4
68,6.271830985915493,6.329824561403508,6.081159420289857,5.882758620689656,5.675187969924812,6.414285714285714,6.141573033707864,6.799999999999998,6.222222222222223,6.319999999999998,18.076,15.234,8.99,6.151,10.113,8.31,4.1,0.75,6.869,1.454,6.710810810810812,6.235000000000001,6.5928571428571425,6.215789473684209,6.5928571428571425,6.710810810810812,6.710810810810812,2.813,1.96,4.678,0.784,4.678,2.813,2.813
63,6.345945945945946,6.539999999999999,4.951162790697675,5.709090909090908,6.321739130434781,5.548148148148148,6.241935483870966,5.747727272727273,5.720454545454545,5.55,4.82,3.779,2.666,2.932,1.509,2.106,2.163,1.477,1.694,2.719,6.281481481481482,6.305309734513273,5.82222222222222,6.281481481481482,6.281481481481482,6.281481481481482,6.281481481481482,1.4,0.716,1.573,1.4,1.4,1.4,1.4
84,8.223809523809527,6.837209302325583,6.055813953488373,6.068421052631579,6.332000000000001,5.513333333333333,6.593333333333334,8.240000000000002,6.4391304347826095,4.933333333333333,8.334,16.526,9.197,2.937,6.864,2.67,3.876,4.14,1.439,1.679,7.544444444444445,8.400000000000002,8.400000000000002,8.400000000000002,7.544444444444445,7.544444444444445,7.544444444444445,7.088,0.828,0.6,1.028,7.088,7.088,7.088
78,6.661764705882351,5.922222222222223,6.383333333333332,5.430158730158729,5.9393939393939394,6.053333333333333,6.1125,5.777419354838708,6.81,7.45909090909091,4.035,4.593,3.164,9.638,3.121,3.947,3.338,2.732,0.623,2.122,7.1000000000000005,6.659090909090909,7.1000000000000005,7.799999999999998,6.972727272727273,7.1000000000000005,7.1000000000000005,4.94,1.702,4.94,1.132,1.887,4.94,4.94
82,6.834615384615385,6.37,5.45142857142857,7.068750000000002,6.140740740740741,6.024074074074073,6.615384615384617,6.951351351351352,7.378260869565218,7.034782608695651,4.124,5.34,2.269,1.428,3.014,5.968,3.289,1.622,1.4,0.752,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,8.200000000000001,4.057,4.057,4.057,4.057,4.057,4.057,4.057
79,6.833823529411767,6.073786407766989,6.5636363636363635,7.363636363636365,6.163235294117646,7.216000000000003,6.9178571428571445,5.084745762711864,6.286956521739131,6.410000000000001,9.646,16.3,5.93,3.44,3.251,3.593,1.553,1.412,1.855,1.666,5.7555555555555555,6.183333333333333,6.730434782608696,7.772222222222222,5.7555555555555555,5.7555555555555555,5.7555555555555555,5.086,2.663,1.586,1.38,5.086,5.086,5.086
84,6.342857142857142,6.650000000000001,7.205000000000001,6.220833333333335,5.593478260869564,8.400000000000002,8.400000000000002,8.400000000000002,7.587500000000001,7.566666666666667,18.685,7.472,3.938,5.716,5.109,1.981,1.41,5.746,2.044,1.4,6.932142857142857,6.35344827586207,5.148000000000001,6.932142857142857,6.932142857142857,6.932142857142857,6.932142857142857,2.946,1.837,2.296,2.946,2.946,2.946,2.946
72,6.411428571428572,6.05609756097561,6.326530612244898,7.170967741935486,6.487500000000001,5.821999999999999,5.635507246376813,5.064285714285715,5.103389830508473,6.787500000000001,5.556,3.491,5.343,4.977,3.881,6.044,5.716,1.847,2.411,2.102,6.573076923076924,7.061904761904761,6.249541284403671,6.5277777777777795,6.911764705882355,7.061904761904761,6.573076923076924,2.284,1.855,1.401,1.141,0.62,1.855,2.284
73,6.171111111111111,6.499999999999999,6.555555555555554,5.841379310344827,5.94705882352941,6.328888888888889,5.813333333333335,7.031249999999999,6.706249999999998,7.299999999999998,5.556,3.491,4.977,5.343,2.086,6.174,5.275,3.048,1.16,0.6,5.456521739130435,7.299999999999998,6.030952380952381,6.1421052631578945,7.299999999999998,5.456521739130435,7.274999999999998,2.284,1.855,1.401,0.98,1.855,2.284,0.6
75,6.197560975609758,6.199999999999999,6.648387096774194,5.970588235294119,6.351724137931035,6.068181818181818,6.2783783783783775,6.7375,6.123333333333334,6.358208955223882,16.526,6.872,3.939,5.196,5.93,1.123,1.249,0.6,1.073,7.264,6.678260869565219,6.8500000000000005,6.678260869565219,6.678260869565219,6.678260869565219,6.678260869565219,6.678260869565219,4.289,0.6,4.289,4.289,4.289,4.289,4.289
75,7.020000000000001,7.111111111111111,5.771999999999999,6.187096774193549,6.010606060606058,5.828124999999999,6.356521739130433,7.5,6.6800000000000015,5.232258064516128,9.035,9.256,1.833,9.756,4.445,5.301,2.908,3.795,1.905,2.858,7.5,6.064285714285715,7.5,7.5,7.5,7.5,7.5,1.531,0.6,1.531,1.531,1.531,1.531,1.531
63,5.347222222222224,6.269999999999998,6.061971830985915,6.3860465116279075,5.6521739130434785,6.033333333333334,4.044444444444445,6.200000000000002,6.425000000000002,6.200000000000002,13.482,8.596,3.668,3.328,2.748,2.37,0.941,1.4,0.715,0.6,6.280000000000002,5.808571428571428,6.661904761904762,6.46551724137931,6.377272727272728,6.661904761904762,6.377272727272728,3.375,1.401,2.88,2.601,3.686,2.88,3.686
48,5.745238095238095,5.531428571428574,5.094444444444445,5.399999999999998,5.202941176470587,4.856060606060607,5.312499999999999,4.955882352941176,5.88235294117647,5.39,12.616,3.983,5.499,1.166,2.773,3.837,7.897,2.183,3.663,1.905,5.0210526315789465,5.0210526315789465,5.823529411764704,5.4702702702702695,4.799999999999999,4.799999999999999,5.4702702702702695,2.136,1.647,0.6,2.121,1.38,3.197,2.121
82,6.654545454545455,7.0280000000000005,6.743478260869567,5.776068376068372,6.109090909090911,5.7629629629629635,7.211111111111112,6.885000000000001,5.643589743589744,6.087500000000001,10.261,7.288,8.459,2.719,5.268,3.044,5.552,1.4,1.632,2.666,6.893103448275863,6.220833333333333,7.880000000000002,7.582352941176471,7.322222222222223,6.553846153846155,6.893103448275863,8.16,2.164,0.6,1.38,4.099,2.67,8.16
63,6.549999999999999,5.9081967213114766,6.299999999999998,5.25438596491228,5.898076923076923,6.041935483870965,6.234615384615385,5.176530612244899,5.404999999999999,6.013043478260869,2.711,10.223,8.974,7.339,2.561,4.336,4.594,7.052,2.039,1.448,6.027272727272727,5.978260869565216,6.027272727272727,6.179999999999998,6.027272727272727,5.627777777777776,6.179999999999998,1.48,1.632,1.48,0.6,1.48,1.579,0.6
79,6.053623188405798,6.656097560975609,6.277142857142857,6.562500000000001,5.52,4.44375,5.482758620689655,6.238333333333333,5.563333333333334,5.998214285714285,10.003,13.942,4.472,2.71,4.011,3.201,1.875,2.705,0.732,6.629,7.148648648648648,7.589473684210529,7.0315789473684225,7.900000000000001,7.148648648648648,7.148648648648648,7.148648648648648,7.088,1.312,1.96,1.62,7.088,7.088,7.088
84,6.840000000000001,6.036538461538459,6.4548387096774205,6.881818181818182,5.407843137254903,6.880000000000001,7.356250000000001,6.363888888888889,7.515000000000002,7.981250000000002,4.834,8.464,6.179,4.242,2.247,3.317,1.571,3.596,2.356,1.103,6.470454545454545,6.470454545454545,8.400000000000002,6.470454545454545,6.470454545454545,6.470454545454545,6.470454545454545,6.042,6.042,1.4,6.042,6.042,6.042,6.042
62,6.129213483146072,5.960869565217391,5.360000000000001,6.110526315789474,5.652380952380953,5.763157894736843,6.120000000000002,5.783783783783784,5.9789473684210535,6.006250000000001,12.105,4.09,6.389,4.103,3.522,2.225,5.557,1.23,2.226,1.153,5.731578947368422,6.343809523809523,6.133333333333335,6.3,6.3,5.731578947368422,5.731578947368422,1.4,0.716,3.686,1.948,2.093,1.4,1.4
74,4.8619047619047615,3.995,6.881818181818182,6.931250000000001,4.4399999999999995,7.400000000000001,7.400000000000001,4.547058823529412,4.4399999999999995,6.461111111111111,7.385,1.578,3.602,2.277,2.38,1.62,1.788,2.121,0.6,2.397,6.62,7.400000000000001,7.400000000000001,7.400000000000001,6.62,6.62,6.62,1.865,0.6,0.98,0.983,1.865,1.865,1.865
64,5.028,6.4,6.223529411764707,5.271621621621622,6.568750000000001,3.8399999999999994,6.5428571428571445,6.4,6.4,5.028,5.746,0.829,1.38,1.997,1.022,0.694,4.746,0.847,0.6,5.746,5.857894736842106,6.550000000000002,5.857894736842106,6.4,5.857894736842106,5.857894736842106,5.857894736842106,2.925,0.6,2.925,0.694,2.925,2.925,2.925
76,6.352380952380953,6.416981132075472,6.093103448275862,6.509615384615383,6.671186440677966,5.604000000000001,6.727272727272728,6.114285714285714,5.851428571428572,6.530864197530866,11.381,8.585,8.02,23.783,9.913,6.451,15.011,2.522,10.204,7.272,6.803846153846153,6.803846153846153,6.803846153846153,6.803846153846153,6.803846153846153,6.803846153846153,6.803846153846153,3.836,3.836,3.836,3.836,3.836,3.836,3.836
64,6.639534883720929,5.733333333333334,6.15,5.282978723404255,7.440000000000002,6.693750000000001,5.5843750000000005,5.14848484848485,6.662500000000001,5.8500000000000005,11.248,11.195,2.854,1.807,2.086,1.4,1.625,2.047,0.98,1.38,6.320000000000001,6.320000000000001,6.320000000000001,6.320000000000001,6.320000000000001,6.320000000000001,6.320000000000001,0.6,0.6,0.6,0.6,0.6,0.6,0.6
81,6.875862068965518,6.5,6.1322580645161295,6.6949999999999985,6.331578947368421,5.4476744186046515,6.464583333333333,7.475,6.118867924528301,6.627777777777776,3.408,7.379,5.481,3.126,8.901,4.707,3.599,1.4,1.855,1.388,6.949999999999998,6.1425,7.377777777777776,6.677272727272728,6.949999999999998,6.949999999999998,6.949999999999998,4.482,0.98,1.708,0.985,4.482,4.482,4.482
75,5.461320754716981,7.5,5.805,6.2875,6.98,7.5,7.5,7.268421052631578,4.955,6.5,3.939,4.014,1.594,1.15,1.666,1.4,0.62,2.232,3.515,0.675,5.933333333333333,5.933333333333333,4.676470588235294,5.933333333333333,5.933333333333333,5.933333333333333,5.933333333333333,3.99,3.99,2.545,3.99,3.99,3.99,3.99
79,7.1800000000000015,7.900000000000001,7.900000000000001,6.050000000000002,7.325000000000002,5.355882352941176,6.081818181818184,6.237704918032786,5.904347826086957,5.735555555555558,12.161,4.477,15.988,5.559,7.772,6.012,7.623,5.765,3.862,5.207,6.587096774193547,6.449514563106796,7.316666666666667,6.587096774193547,6.587096774193547,6.587096774193547,6.587096774193547,3.544,2.206,5.576,3.544,3.544,3.544,3.544
77,7.675000000000002,6.137500000000001,7.780000000000002,5.691666666666667,6.4266666666666685,7.605882352941179,5.493650793650794,5.489855072463768,6.16190476190476,4.968750000000001,12.161,4.477,15.988,5.559,7.623,7.772,6.913,6.012,5.765,2.473,7.1031249999999995,6.40841121495327,7.515789473684211,7.1031249999999995,7.1031249999999995,7.1031249999999995,7.1031249999999995,3.544,2.206,5.576,3.544,3.544,3.544,3.544
81,7.531999999999999,7.535999999999999,7.77391304347826,6.436363636363637,6.887037037037037,6.317105263157894,6.300000000000002,7.9217391304347835,7.947058823529411,7.928571428571427,12.161,4.477,15.988,7.623,9.446,5.765,9.197,4.344,2.023,1.992,7.304761904761904,6.404347826086957,7.703999999999999,7.304761904761904,7.304761904761904,7.304761904761904,7.304761904761904,4.849,1.297,5.576,4.849,4.849,4.849,4.849
78,7.772222222222221,7.627777777777778,7.870588235294116,6.889743589743589,5.641025641025641,5.673076923076924,5.522368421052631,6.4719999999999995,6.182758620689653,7.218749999999998,11.248,6.268,20.796,13.224,4.14,7.487,5.804,6.931,12.202,10.76,5.7275,6.7681818181818185,7.614285714285713,5.7275,5.7275,5.7275,5.7275,1.918,0.98,6.873,1.918,1.918,1.918,1.918
77,7.673684210526316,7.07,7.761111111111112,5.72906976744186,6.788095238095237,7.615000000000002,5.447500000000001,6.357894736842107,6.345714285714284,6.173437500000002,12.161,4.477,15.988,3.132,9.446,7.772,6.012,7.623,5.765,9.197,6.83888888888889,6.5687500000000005,7.329411764705884,6.83888888888889,6.83888888888889,6.83888888888889,6.83888888888889,4.849,0.694,0.845,4.849,4.849,4.849,4.849
80,7.776470588235293,7.623529411764707,7.8812500000000005,6.014545454545454,6.3265306122448965,6.529166666666669,5.08888888888889,5.458904109589041,7.705555555555557,6.160975609756098,11.248,6.268,20.796,12.202,8.195,7.487,4.14,5.804,6.332,3.664,7.186956521739131,6.48623853211009,7.609999999999999,7.186956521739131,7.186956521739131,7.186956521739131,7.186956521739131,2.922,2.262,6.873,2.922,2.922,2.922,2.922
57,6.347916666666666,5.280821917808218,5.378804347826086,5.2711538461538465,5.450000000000002,5.48,6.252380952380953,5.742500000000001,5.365217391304349,5.510937500000001,14.223,4.061,5.573,4.477,1.578,6.793,1.008,4.418,2.357,2.944,6.190243902439026,4.700000000000001,5.657142857142857,5.700000000000002,6.190243902439026,6.190243902439026,6.190243902439026,3.752,1.214,3.437,2.55,3.752,3.752,3.752
80,6.45744680851064,5.892307692307694,8.22,5.882558139534885,6.365789473684212,6.935483870967742,6.0205882352941185,6.509375,6.963157894736843,8.0,3.229,5.132,4.173,10.751,6.827,3.597,3.016,1.849,1.102,1.96,6.9421052631578934,6.432666666666668,6.6000000000000005,4.86842105263158,6.88,6.9421052631578934,6.9421052631578934,2.377,2.164,0.828,1.96,1.96,2.377,2.377
77,5.831249999999998,6.014864864864867,5.610909090909091,5.4369565217391305,6.42439024390244,6.467999999999998,6.296969696969697,6.454285714285715,5.79074074074074,6.2710526315789465,5.453,12.445,8.877,2.666,2.95,4.474,3.344,6.264,7.483,5.552,7.445,6.371232876712331,7.445,7.445,7.445,7.445,7.445,2.299,2.391,2.299,2.299,2.299,2.299,2.299
77,6.112962962962961,7.033333333333332,6.3947368421052655,5.645098039215686,6.476666666666665,7.063636363636365,5.776237623762377,7.700000000000002,6.282926829268292,5.713333333333333,5.453,2.95,12.445,2.666,4.474,6.93,4.792,1.025,3.344,7.483,7.343478260869565,7.343478260869565,7.343478260869565,7.343478260869565,7.343478260869565,7.343478260869565,7.343478260869565,2.299,2.299,2.299,2.299,2.299,2.299,2.299
64,5.85483870967742,6.238983050847456,5.817857142857142,6.432432432432433,5.519230769230769,4.740000000000001,6.300000000000001,6.175000000000001,6.4,6.035,2.588,5.226,5.001,2.587,6.756,2.772,1.554,2.093,0.6,2.547,6.205555555555557,6.205555555555557,6.205555555555557,6.205555555555557,6.205555555555557,6.205555555555557,6.205555555555557,1.306,1.306,1.306,1.306,1.306,1.306,1.306
69,6.294594594594597,6.432258064516129,5.905454545454545,6.3450000000000015,6.4913043478260875,6.175000000000002,4.444,6.900000000000001,6.294594594594597,6.294594594594597,1.396,4.925,1.742,2.4,3.161,0.677,1.011,0.6,1.396,1.396,6.852380952380954,6.852380952380954,6.852380952380954,6.852380952380954,6.852380952380954,6.852380952380954,6.852380952380954,0.6,0.6,0.6,0.6,0.6,0.6,0.6
83,6.635555555555556,6.318867924528301,6.6257142857142854,5.7225,5.553488372093022,7.173809523809524,5.96346153846154,5.907352941176473,7.831249999999999,5.833333333333333,20.196,6.955,12.645,27.131,7.13,9.076,12.356,10.0,1.719,7.137,7.691304347826086,6.439166666666669,7.691304347826086,7.691304347826086,7.691304347826086,7.691304347826086,7.691304347826086,8.894,1.88,8.894,8.894,8.894,8.894,8.894
75,5.718181818181817,6.442187499999999,7.022222222222222,7.5,6.0307692307692315,7.4750000000000005,6.0092592592592595,6.160869565217391,7.59375,6.244000000000001,3.175,4.706,1.594,1.473,4.583,1.243,3.837,13.282,0.6,2.283,6.784615384615384,6.784615384615384,6.784615384615384,6.784615384615384,6.784615384615384,6.784615384615384,6.784615384615384,4.43,4.43,4.43,4.43,4.43,4.43,4.43
78,6.594117647058822,6.057333333333332,5.855238095238095,6.944444444444443,5.370212765957447,6.582926829268292,7.065217391304347,5.906976744186046,7.057894736842104,5.281818181818181,15.397,9.675,2.876,2.057,7.856,2.196,3.37,2.314,0.688,0.694,6.509433962264151,6.244871794871792,7.1388888888888875,6.803999999999999,7.127777777777776,6.509433962264151,6.509433962264151,8.796,2.262,1.035,7.801,1.4,8.796,8.796
82,6.3529411764705905,6.577419354838712,3.685526315789474,7.0352941176470605,6.800000000000001,6.925806451612905,5.533333333333335,5.745762711864406,4.005263157894737,7.650000000000001,19.358,6.256,6.649,3.632,10.925,7.037,9.583,4.393,2.181,1.602,6.742857142857144,6.742857142857144,6.742857142857144,6.742857142857144,6.742857142857144,6.742857142857144,6.742857142857144,9.557,9.557,9.557,9.557,9.557,9.557,9.557
50,6.137931034482759,6.082142857142859,5.975471698113209,5.382758620689655,5.582716049382717,5.704761904761904,5.723076923076924,7.4105263157894745,3.4,7.0,10.124,6.633,8.195,3.917,5.443,1.012,2.577,1.78,3.116,0.6,4.9125,6.04,4.9125,4.9125,4.9125,4.9125,4.9125,0.972,0.6,0.972,0.972,0.972,0.972,0.972
79,5.8471698113207555,6.442105263157896,5.697297297297299,6.469999999999999,6.620454545454547,6.657692307692309,7.900000000000001,5.965714285714287,5.373333333333334,5.205,4.313,1.92,3.098,4.275,4.724,2.771,1.425,6.051,2.871,0.6,7.2103448275862085,6.8403846153846155,7.2103448275862085,7.216666666666669,7.900000000000001,7.2103448275862085,7.2103448275862085,2.156,1.301,2.156,3.004,1.166,2.156,2.156
63,6.170370370370369,6.3315789473684205,6.441176470588235,6.449999999999999,5.544827586206896,5.965277777777779,5.351351351351351,6.360869565217392,6.362068965517242,5.759375,7.502,6.145,8.214,6.205,4.568,6.277,6.167,4.581,4.005,3.011,6.214999999999999,5.982608695652174,6.259999999999999,6.386956521739131,6.299999999999998,6.214999999999999,6.214999999999999,2.713,1.38,1.96,3.679,2.127,2.713,2.713
83,5.8796875,6.907500000000001,6.8265306122448965,6.240689655172415,6.453333333333333,5.464999999999999,6.76,6.894871794871796,6.242528735632182,7.147619047619047,9.497,10.541,16.557,10.0,3.931,5.792,7.504,2.618,16.3,2.339,7.4222222222222225,6.448226950354611,7.4222222222222225,7.4222222222222225,7.4222222222222225,7.4222222222222225,7.4222222222222225,8.894,1.88,8.894,8.894,8.894,8.894,8.894
58,5.885,6.439999999999999,5.313513513513513,5.1465116279069765,5.752727272727272,6.039999999999999,5.395348837209303,5.754761904761904,3.479999999999999,6.288421052631578,9.97,1.535,3.256,11.481,3.889,4.549,3.202,2.576,0.603,6.01,6.328571428571427,6.131914893617021,6.521739130434782,6.328571428571427,6.328571428571427,6.328571428571427,6.328571428571427,1.62,0.98,0.766,1.62,1.62,1.62,1.62
68,5.872826086956523,6.192592592592592,6.310169491525422,6.51590909090909,5.624999999999999,5.977464788732394,5.833587786259542,6.193478260869566,6.025714285714287,6.478787878787879,21.291,7.54,3.519,32.419,5.738,3.63,13.282,4.868,3.251,2.236,6.404545454545455,6.6999999999999975,6.404545454545455,6.404545454545455,6.404545454545455,6.404545454545455,6.404545454545455,5.616,3.23,5.616,5.616,5.616,5.616,5.616
